QB,RB,RB,WR,WR,WR,TE,FLEX,DST,QB Team ,RB Team ,RB Team ,WR Team ,WR Team ,WR Team ,TE Team ,FLEX Team ,DST Team ,QB Salary ,RB Salary ,RB Salary ,WR Salary ,WR Salary ,WR Salary ,TE Salary ,FLEX Salary ,DST Salary ,Projected Value,Scenario,Iteration,Actual
Matthew Stafford,Leonard Fournette,Ty Montgomery,A.J. Green,Marvin Jones Jr.,J.J. Nelson,Rob Gronkowski,Eric Ebron,Buccaneers ,DET,JAX,GB,CIN,DET,ARI,NE,DET,TB,6200,6000,6900,8100,4200,5300,6800,3300,3200,147.7,Scenario1,11,106.76
Carson Palmer,Ty Montgomery,Chris Thompson,A.J. Green,Larry Fitzgerald,Davante Adams,Zach Ertz,Jason Witten,Eagles ,ARI,GB,WAS,CIN,ARI,GB,PHI,DAL,PHI,6000,6900,4500,8100,6400,5600,5000,4500,3000,146.87,Scenario1,12,171.3
Dak Prescott,Ty Montgomery,Devonta Freeman,Dez Bryant,Mike Evans,Davante Adams,Zach Ertz,Eric Ebron,Redskins ,DAL,GB,ATL,DAL,TB,GB,PHI,DET,WAS,5800,6900,6700,6800,7500,5600,5000,3300,2400,146.32,Scenario1,13,129.02
Matt Ryan,Devonta Freeman,Chris Thompson,Mike Evans,Eric Decker,Julio Jones,Jason Witten,Eric Ebron,Eagles ,ATL,ATL,WAS,TB,TEN,ATL,DAL,DET,PHI,7100,6700,4500,7500,4000,9300,4500,3300,3000,145.0,Scenario1,14,123.16
Matt Ryan,Leonard Fournette,Frank Gore,Eric Decker,Larry Fitzgerald,Julio Jones,Delanie Walker,T.Y. Hilton,Steelers ,ATL,JAX,IND,TEN,ARI,ATL,TEN,IND,PIT,7100,6000,4200,4000,6400,9300,4400,5200,3400,143.94,Scenario1,15,152.66
Kirk Cousins,Leonard Fournette,Devonta Freeman,Mike Evans,Larry Fitzgerald,Terrelle Pryor Sr.,Delanie Walker,Chris Thompson,Raiders ,WAS,JAX,ATL,TB,ARI,WAS,TEN,WAS,OAK,6100,6000,6700,7500,6400,5900,4400,4500,2500,143.85,Scenario1,16,173.0
Ben Roethlisberger,Leonard Fournette,Devonta Freeman,DeAndre Hopkins,Antonio Brown,T.Y. Hilton,Delanie Walker,Eric Ebron,Eagles ,PIT,JAX,ATL,HOU,PIT,IND,TEN,DET,PHI,6200,6000,6700,6200,9000,5200,4400,3300,3000,143.11,Scenario1,17,145.7
Derek Carr,Chris Thompson,Frank Gore,Amari Cooper,Mike Evans,Julio Jones,Cameron Brate,Delanie Walker,Buccaneers ,OAK,WAS,IND,OAK,TB,ATL,TB,TEN,TB,6800,4500,4200,7100,7500,9300,3000,4400,3200,142.19,Scenario1,18,104.52
Dak Prescott,Leonard Fournette,Chris Thompson,Antonio Brown,Julio Jones,Terrance Williams,Coby Fleener,T.Y. Hilton,Raiders ,DAL,JAX,WAS,PIT,ATL,DAL,NO,IND,OAK,5800,6000,4500,9000,9300,3600,4100,5200,2500,141.27,Scenario1,19,166.92
Derek Carr,Lamar Miller,Theo Riddick,Amari Cooper,Antonio Brown,T.Y. Hilton,Cameron Brate,J.J. Nelson,Steelers ,OAK,HOU,DET,OAK,PIT,IND,TB,ARI,PIT,6800,5000,5100,7100,9000,5200,3000,5300,3400,140.08,Scenario1,20,104.52
Kirk Cousins,Tarik Cohen,Theo Riddick,DeAndre Hopkins,Alshon Jeffery,Antonio Brown,Cameron Brate,Terrelle Pryor Sr.,Buccaneers ,WAS,CHI,DET,HOU,PHI,PIT,TB,WAS,TB,6100,5600,5100,6200,5900,9000,3000,5900,3200,139.67,Scenario1,21,122.2
Derek Carr,Tarik Cohen,Frank Gore,Amari Cooper,Alshon Jeffery,Antonio Brown,Evan Engram,Emmanuel Sanders,Redskins ,OAK,CHI,IND,OAK,PHI,PIT,NYG,DEN,WAS,6800,5600,4200,7100,5900,9000,3200,5800,2400,139.47,Scenario1,22,113.32
Derek Carr,Lamar Miller,Frank Gore,Michael Crabtree,DeAndre Hopkins,Alshon Jeffery,Travis Kelce,J.J. Nelson,Buccaneers ,OAK,HOU,IND,OAK,HOU,PHI,KC,ARI,TB,6800,5000,4200,7400,6200,5900,6000,5300,3200,138.75,Scenario1,23,53.22
Derek Carr,Melvin Gordon,Ameer Abdullah,Amari Cooper,Doug Baldwin,DeAndre Hopkins,Evan Engram,J.J. Nelson,Titans ,OAK,LAC,DET,OAK,SEA,HOU,NYG,ARI,TEN,6800,7600,4700,7100,6400,6200,3200,5300,2700,138.43,Scenario1,24,88.92
Kirk Cousins,Melvin Gordon,Theo Riddick,Doug Baldwin,Terrelle Pryor Sr.,J.J. Nelson,Travis Kelce,Frank Gore,Steelers ,WAS,LAC,DET,SEA,WAS,ARI,KC,IND,PIT,6100,7600,5100,6400,5900,5300,6000,4200,3400,138.27,Scenario1,25,104.7
Kirk Cousins,Melvin Gordon,Lamar Miller,Amari Cooper,Alshon Jeffery,Emmanuel Sanders,Coby Fleener,Terrelle Pryor Sr.,Falcons ,WAS,LAC,HOU,OAK,PHI,DEN,NO,WAS,ATL,6100,7600,5000,7100,5900,5800,4100,5900,2500,137.69,Scenario1,26,86.7
Dak Prescott,Tarik Cohen,Melvin Gordon,Doug Baldwin,Alshon Jeffery,Emmanuel Sanders,Travis Kelce,Terrance Williams,Buccaneers ,DAL,CHI,LAC,SEA,PHI,DEN,KC,DAL,TB,5800,5600,7600,6400,5900,5800,6000,3600,3200,137.51,Scenario1,27,112.42
Ben Roethlisberger,Melvin Gordon,Lamar Miller,Martavis Bryant,DeAndre Hopkins,Emmanuel Sanders,Travis Kelce,Theo Riddick,Redskins ,PIT,LAC,HOU,PIT,HOU,DEN,KC,DET,WAS,6200,7600,5000,5700,6200,5800,6000,5100,2400,137.08,Scenario1,28,91.2
Ben Roethlisberger,Tarik Cohen,Theo Riddick,Martavis Bryant,Doug Baldwin,Jarvis Landry,Coby Fleener,Michael Crabtree,Titans ,PIT,CHI,DET,PIT,SEA,MIA,NO,OAK,TEN,6200,5600,5100,5700,6400,6800,4100,7400,2700,135.48,Scenario1,29,86.1
Jameis Winston,Tarik Cohen,Lamar Miller,Doug Baldwin,Jarvis Landry,DeSean Jackson,Travis Kelce,Keenan Allen,Redskins ,TB,CHI,HOU,SEA,MIA,TB,KC,LAC,WAS,6000,5600,5000,6400,6800,4600,6000,7200,2400,135.38,Scenario1,30,127.92
Ben Roethlisberger,Ameer Abdullah,Christian McCaffrey,Martavis Bryant,Michael Crabtree,Emmanuel Sanders,Cameron Brate,Keenan Allen,Ravens ,PIT,DET,CAR,PIT,OAK,DEN,TB,LAC,BAL,6200,4700,6100,5700,7400,5800,3000,7200,3900,134.63,Scenario1,31,89.9
Drew Brees,Ameer Abdullah,LeSean McCoy,Jarvis Landry,Jermaine Kearse,Michael Thomas,Cameron Brate,Keenan Allen,Falcons ,NO,DET,BUF,MIA,NYJ,NO,TB,LAC,ATL,7200,4700,7000,6800,4600,7000,3000,7200,2500,133.31,Scenario1,32,113.4
Jameis Winston,Ameer Abdullah,Kareem Hunt,Mohamed Sanu,Jarvis Landry,DeSean Jackson,Coby Fleener,Michael Crabtree,Ravens ,TB,DET,KC,ATL,MIA,TB,NO,OAK,BAL,6000,4700,8000,4500,6800,4600,4100,7400,3900,133.19,Scenario1,33,104.22
Ben Roethlisberger,Ezekiel Elliott,Ameer Abdullah,Mohamed Sanu,Martavis Bryant,Jarvis Landry,Evan Engram,LeSean McCoy,Broncos ,PIT,DAL,DET,ATL,PIT,MIA,NYG,BUF,DEN,6200,8300,4700,4500,5700,6800,3200,7000,3600,133.04,Scenario1,34,99.0
Jameis Winston,Ezekiel Elliott,Christian McCaffrey,Jermaine Kearse,DeSean Jackson,Michael Crabtree,Evan Engram,Keenan Allen,Panthers ,TB,DAL,CAR,NYJ,TB,OAK,NYG,LAC,CAR,6000,8300,6100,4600,4600,7400,3200,7200,2600,132.83,Scenario1,35,111.52
Drew Brees,Ezekiel Elliott,Christian McCaffrey,Mohamed Sanu,Jermaine Kearse,Michael Thomas,Coby Fleener,Tyler Lockett,Ravens ,NO,DAL,CAR,ATL,NYJ,NO,NO,SEA,BAL,7200,8300,6100,4500,4600,7000,4100,4300,3900,132.43,Scenario1,36,108.7
Drew Brees,Mark Ingram,Jay Ajayi,DeSean Jackson,Demaryius Thomas,Michael Thomas,Evan Engram,Keenan Allen,Titans ,NO,NO,MIA,TB,DEN,NO,NYG,LAC,TEN,7200,4500,7700,4600,5900,7000,3200,7200,2700,132.14,Scenario1,37,113.4
Cam Newton,Kareem Hunt,Christian McCaffrey,Kelvin Benjamin,Jermaine Kearse,DeSean Jackson,Jack Doyle,Demaryius Thomas,Ravens ,CAR,KC,CAR,CAR,NYJ,TB,IND,DEN,BAL,6600,8000,6100,6700,4600,4600,3600,5900,3900,131.55,Scenario1,38,106.08
Drew Brees,Jordan Howard,LeSean McCoy,Martavis Bryant,Demaryius Thomas,Michael Thomas,Jack Doyle,Christian McCaffrey,Panthers ,NO,CHI,BUF,PIT,DEN,NO,IND,CAR,CAR,7200,4900,7000,5700,5900,7000,3600,6100,2600,131.45,Scenario1,39,138.9
Drew Brees,Jay Ajayi,Kareem Hunt,Jermaine Kearse,Michael Thomas,Terrance Williams,Jack Doyle,Cooper Kupp,Broncos ,NO,MIA,KC,NYJ,NO,DAL,IND,LAR,DEN,7200,7700,8000,4600,7000,3600,3600,4700,3600,131.1,Scenario1,40,100.5
Cam Newton,Jay Ajayi,Kareem Hunt,Kelvin Benjamin,Tyler Lockett,Terrance Williams,Charles Clay,LeSean McCoy,Titans ,CAR,MIA,KC,CAR,SEA,DAL,BUF,BUF,TEN,6600,7700,8000,6700,4300,3600,3400,7000,2700,130.72,Scenario1,41,90.38
Trevor Siemian,Ezekiel Elliott,Mark Ingram,Demaryius Thomas,Tyler Lockett,DeVante Parker,Jack Doyle,Jay Ajayi,Ravens ,DEN,DAL,NO,DEN,SEA,MIA,IND,MIA,BAL,5500,8300,4500,5900,4300,6300,3600,7700,3900,130.43,Scenario1,42,84.06
Cam Newton,Ezekiel Elliott,Jordan Howard,Kelvin Benjamin,Tyrell Williams,Cooper Kupp,Jack Doyle,LeSean McCoy,Broncos ,CAR,DAL,CHI,CAR,LAC,LAR,IND,BUF,DEN,6600,8300,4900,6700,4600,4700,3600,7000,3600,130.2,Scenario1,43,95.58
Trevor Siemian,Jay Ajayi,Jordan Howard,Demaryius Thomas,Golden Tate,Cooper Kupp,Charles Clay,Kareem Hunt,Chiefs ,DEN,MIA,CHI,DEN,DET,LAR,BUF,KC,KC,5500,7700,4900,5900,6900,4700,3400,8000,2900,129.29,Scenario1,44,143.96
Cam Newton,Dalvin Cook,Jordan Howard,Kelvin Benjamin,Tyreek Hill,Golden Tate,Charles Clay,DeVante Parker,Panthers ,CAR,MIN,CHI,CAR,KC,DET,BUF,MIA,CAR,6600,5900,4900,6700,6600,6900,3400,6300,2600,128.26,Scenario1,45,153.68
Aaron Rodgers,Mark Ingram,Dalvin Cook,Jordy Nelson,Golden Tate,DeVante Parker,Zach Miller,Cooper Kupp,Broncos ,GB,NO,MIN,GB,DET,MIA,CHI,LAR,DEN,7300,4500,5900,7800,6900,6300,3000,4700,3600,127.37,Scenario1,46,141.32
Cam Newton,Mark Ingram,Isaiah Crowell,Kelvin Benjamin,Odell Beckham Jr.,Tyler Lockett,Jimmy Graham,DeVante Parker,Broncos ,CAR,NO,CLE,CAR,NYG,SEA,SEA,MIA,DEN,6600,4500,4800,6700,8600,4300,4600,6300,3600,127.13,Scenario1,47,105.78
Aaron Rodgers,Isaiah Crowell,Jordan Howard,Odell Beckham Jr.,Jordy Nelson,Golden Tate,Charles Clay,Terrance Williams,Falcons ,GB,CLE,CHI,NYG,GB,DET,BUF,DAL,ATL,7300,4800,4900,8600,7800,6900,3400,3600,2500,126.44,Scenario1,48,169.12
Tom Brady,Mark Ingram,Bilal Powell,Danny Amendola,Odell Beckham Jr.,Golden Tate,Charles Clay,DeVante Parker,Chiefs ,NE,NO,NYJ,NE,NYG,DET,BUF,MIA,KC,7700,4500,4200,5400,8600,6900,3400,6300,2900,125.48,Scenario1,49,165.02
Aaron Rodgers,Javorius Allen,Dalvin Cook,Odell Beckham Jr.,Tyrell Williams,Jordy Nelson,Hunter Henry,Tyler Lockett,Panthers ,GB,BAL,MIN,NYG,LAC,GB,LAC,SEA,CAR,7300,5000,5900,8600,4600,7800,3900,4300,2600,124.92,Scenario1,50,125.12
Matthew Stafford,Carlos Hyde,Jonathan Stewart,A.J. Green,Eric Decker,Davante Adams,Zach Ertz,Le'Veon Bell,Redskins ,DET,SF,CAR,CIN,TEN,GB,PHI,PIT,WAS,6200,5200,4700,8100,4000,5600,5000,8800,2400,152.65,Scenario2,1,150.26
Matthew Stafford,C.J. Anderson,Todd Gurley II,Dez Bryant,Rishard Matthews,Davante Adams,Rob Gronkowski,Jonathan Stewart,Eagles ,DET,DEN,LAR,DAL,TEN,GB,NE,CAR,PHI,6200,5800,6800,6800,4200,5600,6800,4700,3000,152.12,Scenario2,2,136.46
Matthew Stafford,Todd Gurley II,Carlos Hyde,Rishard Matthews,Larry Fitzgerald,T.Y. Hilton,Jason Witten,Le'Veon Bell,Titans ,DET,LAR,SF,TEN,ARI,IND,DAL,PIT,TEN,6200,6800,5200,4200,6400,5200,4500,8800,2700,151.32,Scenario2,3,194.66
Matthew Stafford,C.J. Anderson,Le'Veon Bell,A.J. Green,Rishard Matthews,Marvin Jones Jr.,Eric Ebron,Ty Montgomery,Raiders ,DET,DEN,PIT,CIN,TEN,DET,DET,GB,OAK,6200,5800,8800,8100,4200,4200,3300,6900,2500,150.86,Scenario2,4,121.66
Matt Ryan,Todd Gurley II,Jonathan Stewart,Rishard Matthews,Mike Evans,Eric Decker,Delanie Walker,Le'Veon Bell,Raiders ,ATL,LAR,CAR,TEN,TB,TEN,TEN,PIT,OAK,7100,6800,4700,4200,7500,4000,4400,8800,2500,150.3,Scenario2,5,141.76
Matthew Stafford,Jonathan Stewart,Le'Veon Bell,Marvin Jones Jr.,Larry Fitzgerald,J.J. Nelson,Rob Gronkowski,Delanie Walker,Buccaneers ,DET,CAR,PIT,DET,ARI,ARI,NE,TEN,TB,6200,4700,8800,4200,6400,5300,6800,4400,3200,150.02,Scenario2,6,116.66
Derek Carr,C.J. Anderson,Carlos Hyde,A.J. Green,Rishard Matthews,Mike Evans,Jason Witten,Jonathan Stewart,Buccaneers ,OAK,DEN,SF,CIN,TEN,TB,DAL,CAR,TB,6800,5800,5200,8100,4200,7500,4500,4700,3200,149.69,Scenario2,7,109.82
Derek Carr,C.J. Anderson,Carlos Hyde,Eric Decker,Larry Fitzgerald,Davante Adams,Rob Gronkowski,Ty Montgomery,Raiders ,OAK,DEN,SF,TEN,ARI,GB,NE,GB,OAK,6800,5800,5200,4000,6400,5600,6800,6900,2500,149.43,Scenario2,8,133.62
Matt Ryan,Todd Gurley II,Carlos Hyde,Dez Bryant,Eric Decker,T.Y. Hilton,Zach Ertz,Ty Montgomery,Eagles ,ATL,LAR,SF,DAL,TEN,IND,PHI,GB,PHI,7100,6800,5200,6800,4000,5200,5000,6900,3000,149.14,Scenario2,9,166.76
Matt Ryan,C.J. Anderson,Todd Gurley II,A.J. Green,Larry Fitzgerald,Davante Adams,Jason Witten,Eric Ebron,Redskins ,ATL,DEN,LAR,CIN,ARI,GB,DAL,DET,WAS,7100,5800,6800,8100,6400,5600,4500,3300,2400,148.76,Scenario2,10,157.96
Matt Ryan,Ty Montgomery,Chris Thompson,A.J. Green,Terrance Williams,Davante Adams,Rob Gronkowski,Delanie Walker,Eagles ,ATL,GB,WAS,CIN,DAL,GB,NE,TEN,PHI,7100,6900,4500,8100,3600,5600,6800,4400,3000,147.55,Scenario2,11,144.26
Derek Carr,Ty Montgomery,Devonta Freeman,Dez Bryant,Marvin Jones Jr.,Larry Fitzgerald,Zach Ertz,Jason Witten,Titans ,OAK,GB,ATL,DAL,DET,ARI,PHI,DAL,TEN,6800,6900,6700,6800,4200,6400,5000,4500,2700,146.54,Scenario2,12,118.32
Derek Carr,Leonard Fournette,Chris Thompson,Dez Bryant,Mike Evans,Eric Decker,Rob Gronkowski,Zach Ertz,Panthers ,OAK,JAX,WAS,DAL,TB,TEN,NE,PHI,CAR,6800,6000,4500,6800,7500,4000,6800,5000,2600,146.18,Scenario2,13,131.22
Matt Ryan,Devonta Freeman,Chris Thompson,Dez Bryant,Mike Evans,J.J. Nelson,Delanie Walker,Jason Witten,Buccaneers ,ATL,ATL,WAS,DAL,TB,ARI,TEN,DAL,TB,7100,6700,4500,6800,7500,5300,4400,4500,3200,145.18,Scenario2,14,106.56
Derek Carr,Leonard Fournette,Devonta Freeman,Julio Jones,Terrance Williams,T.Y. Hilton,Delanie Walker,Zach Ertz,Eagles ,OAK,JAX,ATL,ATL,DAL,IND,TEN,PHI,PHI,6800,6000,6700,9300,3600,5200,4400,5000,3000,144.88,Scenario2,15,134.72
Dak Prescott,Leonard Fournette,Devonta Freeman,Antonio Brown,Mike Evans,Marvin Jones Jr.,Eric Ebron,Chris Thompson,Eagles ,DAL,JAX,ATL,PIT,TB,DET,DET,WAS,PHI,5800,6000,6700,9000,7500,4200,3300,4500,3000,143.37,Scenario2,16,155.52
Kirk Cousins,Leonard Fournette,Devonta Freeman,Alshon Jeffery,Julio Jones,J.J. Nelson,Eric Ebron,Frank Gore,Buccaneers ,WAS,JAX,ATL,PHI,ATL,ARI,DET,IND,TB,6100,6000,6700,5900,9300,5300,3300,4200,3200,142.42,Scenario2,17,112.9
Kirk Cousins,Lamar Miller,Theo Riddick,Antonio Brown,Julio Jones,T.Y. Hilton,Eric Ebron,Chris Thompson,Raiders ,WAS,HOU,DET,PIT,ATL,IND,DET,WAS,OAK,6100,5000,5100,9000,9300,5200,3300,4500,2500,141.83,Scenario2,18,164.0
Dak Prescott,Leonard Fournette,Frank Gore,Antonio Brown,Julio Jones,T.Y. Hilton,Cameron Brate,Coby Fleener,Steelers ,DAL,JAX,IND,PIT,ATL,IND,TB,NO,PIT,5800,6000,4200,9000,9300,5200,3000,4100,3400,140.99,Scenario2,19,152.42
Ben Roethlisberger,Theo Riddick,Ameer Abdullah,Antonio Brown,Marvin Jones Jr.,Julio Jones,Cameron Brate,J.J. Nelson,Buccaneers ,PIT,DET,DET,PIT,DET,ATL,TB,ARI,TB,6200,5100,4700,9000,4200,9300,3000,5300,3200,140.14,Scenario2,20,96.2
Kirk Cousins,Tarik Cohen,Lamar Miller,DeAndre Hopkins,Alshon Jeffery,Antonio Brown,Cameron Brate,Emmanuel Sanders,Steelers ,WAS,CHI,HOU,HOU,PHI,PIT,TB,DEN,PIT,6100,5600,5000,6200,5900,9000,3000,5800,3400,139.71,Scenario2,21,139.3
Dak Prescott,Tarik Cohen,Melvin Gordon,DeAndre Hopkins,Alshon Jeffery,J.J. Nelson,Travis Kelce,Theo Riddick,Raiders ,DAL,CHI,LAC,HOU,PHI,ARI,KC,DET,OAK,5800,5600,7600,6200,5900,5300,6000,5100,2500,138.56,Scenario2,22,89.12
Kirk Cousins,Melvin Gordon,Theo Riddick,Doug Baldwin,DeAndre Hopkins,Emmanuel Sanders,Coby Fleener,Terrelle Pryor Sr.,Titans ,WAS,LAC,DET,SEA,HOU,DEN,NO,WAS,TEN,6100,7600,5100,6400,6200,5800,4100,5900,2700,137.94,Scenario2,23,118.1
Aaron Rodgers,Ameer Abdullah,Frank Gore,Doug Baldwin,DeAndre Hopkins,Alshon Jeffery,Travis Kelce,Terrelle Pryor Sr.,Steelers ,GB,DET,IND,SEA,HOU,PHI,KC,WAS,PIT,7300,4700,4200,6400,6200,5900,6000,5900,3400,137.7,Scenario2,24,117.82
Ben Roethlisberger,Melvin Gordon,Lamar Miller,Amari Cooper,Doug Baldwin,DeAndre Hopkins,Evan Engram,Alshon Jeffery,Redskins ,PIT,LAC,HOU,OAK,SEA,HOU,NYG,PHI,WAS,6200,7600,5000,7100,6400,6200,3200,5900,2400,137.57,Scenario2,25,113.0
Dak Prescott,Melvin Gordon,Lamar Miller,Amari Cooper,Emmanuel Sanders,Terrelle Pryor Sr.,Travis Kelce,Frank Gore,Panthers ,DAL,LAC,HOU,OAK,DEN,WAS,KC,IND,CAR,5800,7600,5000,7100,5800,5900,6000,4200,2600,137.31,Scenario2,26,77.92
Ben Roethlisberger,Tarik Cohen,Theo Riddick,Doug Baldwin,Jarvis Landry,Emmanuel Sanders,Travis Kelce,Frank Gore,Ravens ,PIT,CHI,DET,SEA,MIA,DEN,KC,IND,BAL,6200,5600,5100,6400,6800,5800,6000,4200,3900,136.93,Scenario2,27,99.6
Aaron Rodgers,Tarik Cohen,Melvin Gordon,Amari Cooper,Doug Baldwin,Emmanuel Sanders,Cameron Brate,Ameer Abdullah,Falcons ,GB,CHI,LAC,OAK,SEA,DEN,TB,DET,ATL,7300,5600,7600,7100,6400,5800,3000,4700,2500,136.82,Scenario2,28,130.42
Kirk Cousins,Tarik Cohen,Lamar Miller,Jarvis Landry,Keenan Allen,Terrelle Pryor Sr.,Travis Kelce,Ameer Abdullah,Titans ,WAS,CHI,HOU,MIA,LAC,WAS,KC,DET,TEN,6100,5600,5000,6800,7200,5900,6000,4700,2700,136.59,Scenario2,29,90.8
Dak Prescott,Mark Ingram,Christian McCaffrey,Amari Cooper,Jarvis Landry,Michael Crabtree,Cameron Brate,Terrelle Pryor Sr.,Steelers ,DAL,NO,CAR,OAK,MIA,OAK,TB,WAS,PIT,5800,4500,6100,7100,6800,7400,3000,5900,3400,135.3,Scenario2,30,94.52
Aaron Rodgers,Jordan Howard,Ameer Abdullah,Amari Cooper,Mohamed Sanu,Jarvis Landry,Coby Fleener,Keenan Allen,Steelers ,GB,CHI,DET,OAK,ATL,MIA,NO,LAC,PIT,7300,4900,4700,7100,4500,6800,4100,7200,3400,134.8,Scenario2,31,121.22
Ben Roethlisberger,Jay Ajayi,Christian McCaffrey,Jarvis Landry,Jermaine Kearse,DeSean Jackson,Coby Fleener,Keenan Allen,Titans ,PIT,MIA,CAR,MIA,NYJ,TB,NO,LAC,TEN,6200,7700,6100,6800,4600,4600,4100,7200,2700,133.99,Scenario2,32,92.8
Aaron Rodgers,LeSean McCoy,Christian McCaffrey,Mohamed Sanu,Jermaine Kearse,Michael Crabtree,Evan Engram,Keenan Allen,Panthers ,GB,BUF,CAR,ATL,NYJ,OAK,NYG,LAC,CAR,7300,7000,6100,4500,4600,7400,3200,7200,2600,133.42,Scenario2,33,108.72
Ben Roethlisberger,Ezekiel Elliott,Christian McCaffrey,Mohamed Sanu,Michael Crabtree,Demaryius Thomas,Coby Fleener,Terrance Williams,Ravens ,PIT,DAL,CAR,ATL,OAK,DEN,NO,DAL,BAL,6200,8300,6100,4500,7400,5900,4100,3600,3900,133.12,Scenario2,34,92.2
Aaron Rodgers,Ezekiel Elliott,Jordan Howard,DeSean Jackson,Michael Crabtree,Tyler Lockett,Jack Doyle,Keenan Allen,Redskins ,GB,DAL,CHI,TB,OAK,SEA,IND,LAC,WAS,7300,8300,4900,4600,7400,4300,3600,7200,2400,132.84,Scenario2,35,135.42
Drew Brees,Jay Ajayi,Christian McCaffrey,DeSean Jackson,Michael Crabtree,Demaryius Thomas,Evan Engram,Tyler Lockett,Broncos ,NO,MIA,CAR,TB,OAK,DEN,NYG,SEA,DEN,7200,7700,6100,4600,7400,5900,3200,4300,3600,132.42,Scenario2,36,103.4
Drew Brees,Ezekiel Elliott,Kareem Hunt,Mohamed Sanu,Martavis Bryant,Jermaine Kearse,Evan Engram,DeSean Jackson,Ravens ,NO,DAL,KC,ATL,PIT,NYJ,NYG,TB,BAL,7200,8300,8000,4500,5700,4600,3200,4600,3900,132.28,Scenario2,37,116.4
Carson Palmer,Ezekiel Elliott,Jay Ajayi,Mohamed Sanu,Jermaine Kearse,Demaryius Thomas,Jack Doyle,LeSean McCoy,Redskins ,ARI,DAL,MIA,ATL,NYJ,DEN,IND,BUF,WAS,6000,8300,7700,4500,4600,5900,3600,7000,2400,131.87,Scenario2,38,113.9
Cam Newton,Ezekiel Elliott,Mark Ingram,Demaryius Thomas,Tyler Lockett,DeVante Parker,Evan Engram,LeSean McCoy,Ravens ,CAR,DAL,NO,DEN,SEA,MIA,NYG,BUF,BAL,6600,8300,4500,5900,4300,6300,3200,7000,3900,131.53,Scenario2,39,102.08
